Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location,Zip Codes,Community Districts,Borough Boundaries,City Council Districts,Police Precincts,Category
45038616,2019-11-28T13:51:00.000,2019-11-28T13:51:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1910 MULINER AVENUE,MULINER AVENUE,BRONXDALE AVE,NEILL AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:51:00.000,11 BRONX,2042640012,BRONX,1022488,248717,PHONE,Unspecified,BRONX,,,,,,,,40.849262937328845,-73.86178698,"{'longitude': '-73.8617869811204', 'latitude': '40.849262937328845', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45041901,2019-11-28T13:45:00.000,2019-11-29T10:55:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10458,2886 BRIGGS AVENUE,BRIGGS AVENUE,E 198 ST,E 199 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2019-11-29T10:55:00.000,07 BRONX,2032960027,BRONX,1015216,256152,ONLINE,Unspecified,BRONX,,,,,,,,40.86969825972811,-73.88803758,"{'longitude': '-73.88803758016827', 'latitude': '40.86969825972811', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10936,24,5,22,34,Water System
45041900,2019-11-28T13:45:00.000,2019-11-28T13:45:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,2029 LAFONTAINE AVENUE,LAFONTAINE AVENUE,E 178 ST,E 179 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:45:00.000,06 BRONX,2030610059,BRONX,1013732,248251,PHONE,Unspecified,BRONX,,,,,,,,40.84801748360804,-73.89343796,"{'longitude': '-73.89343796112558', 'latitude': '40.84801748360804', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,Water System
45040271,2019-11-28T13:36:00.000,2019-11-28T13:36:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,750 EAST  179 STREET,EAST  179 STREET,CLINTON AVE,PROSPECT AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:36:00.000,06 BRONX,2030930020,BRONX,1015176,247490,ONLINE,Unspecified,BRONX,,,,,,,,40.84592382487764,-73.88822217,"{'longitude': '-73.88822217040618', 'latitude': '40.84592382487764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,43,31,Water System
45041108,2019-11-28T13:33:00.000,2019-11-29T12:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10456,595 EAST  170 STREET,EAST  170 STREET,COTTAGE PL,FRANKLIN AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2019-11-29T12:35:00.000,03 BRONX,2029320004,BRONX,1011673,243282,PHONE,Unspecified,BRONX,,,,,,,,40.83438567166922,-73.90090048,"{'longitude': '-73.90090048331452', 'latitude': '40.83438567166922', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10934,34,5,42,25,Water System
45036283,2019-11-28T13:30:00.000,2019-11-28T13:30:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,750 EAST  179 STREET,EAST  179 STREET,CLINTON AVE,PROSPECT AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:30:00.000,06 BRONX,2030930020,BRONX,1015176,247490,PHONE,Unspecified,BRONX,,,,,,,,40.84592382487764,-73.88822217,"{'longitude': '-73.88822217040618', 'latitude': '40.84592382487764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,43,31,Water System
45041109,2019-11-28T13:30:00.000,2019-11-28T13:30:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,555 EAST  178 STREET,EAST  178 STREET,MONTEREY AVE,LA FONTAINE AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:30:00.000,06 BRONX,2030610036,BRONX,1013441,248058,PHONE,Unspecified,BRONX,,,,,,,,40.84748872272396,-73.89449061,"{'longitude': '-73.89449061342629', 'latitude': '40.84748872272396', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,Water System
45037822,2019-11-28T13:27:00.000,2019-11-28T13:27:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1836 BRONXDALE AVENUE,BRONXDALE AVENUE,MORRIS PARK AVE,BEND,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:27:00.000,11 BRONX,2041230047,BRONX,1022995,248089,ONLINE,Unspecified,BRONX,,,,,,,,40.84753705466168,-73.85995804,"{'longitude': '-73.85995803823118', 'latitude': '40.84753705466168', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45041135,2019-11-28T13:27:00.000,2019-11-28T13:27:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,750 EAST  179 STREET,EAST  179 STREET,CLINTON AVE,PROSPECT AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:27:00.000,06 BRONX,2030930020,BRONX,1015176,247490,PHONE,Unspecified,BRONX,,,,,,,,40.84592382487764,-73.88822217,"{'longitude': '-73.88822217040618', 'latitude': '40.84592382487764', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,43,31,Water System
45040272,2019-11-28T13:26:00.000,2019-11-28T13:26:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,1991 WASHINGTON AVENUE,WASHINGTON AVENUE,E 178 ST,E 179 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:26:00.000,06 BRONX,2030350136,BRONX,1012754,248607,PHONE,Unspecified,BRONX,,,,,,,,40.848997809167955,-73.8969714,"{'longitude': '-73.89697140381159', 'latitude': '40.848997809167955', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,Water System
45035220,2019-11-28T13:20:00.000,2019-11-28T13:20:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1871 WALLACE AVENUE,WALLACE AVENUE,MORRIS PARK AVE,RHINELANDER AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:20:00.000,11 BRONX,2040520041,BRONX,1021851,248083,PHONE,Unspecified,BRONX,,,,,,,,40.847525532175275,-73.864093,"{'longitude': '-73.86409299879139', 'latitude': '40.847525532175275', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,22,32,Water System
45037053,2019-11-28T13:17:00.000,2019-11-28T13:17:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,1985 WASHINGTON AVENUE,WASHINGTON AVENUE,E 178 ST,E 179 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:17:00.000,06 BRONX,2030350139,BRONX,1012739,248572,PHONE,Unspecified,BRONX,,,,,,,,40.848901792982964,-73.89702577,"{'longitude': '-73.89702577044514', 'latitude': '40.848901792982964', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,Water System
45041894,2019-11-28T13:17:00.000,2019-11-28T14:04:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11232,421 41 STREET,41 STREET,4 AVE,5 AVE,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T14:04:00.000,07 BROOKLYN,3007140071,BROOKLYN,982413,176486,PHONE,Unspecified,BROOKLYN,,,,,,,,40.65108977993953,-74.0066202,"{'longitude': '-74.00662019551433', 'latitude': '40.65108977993953', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13515,9,2,7,45,Water System
45041208,2019-11-28T13:14:00.000,2019-11-28T13:15:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11433,,,,,108 AVENUE,171 PLACE,INTERSECTION,Jamaica,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:15:00.000,12 QUEENS,,QUEENS,1043989,194081,PHONE,Unspecified,QUEENS,,,,,,,,40.69918264164278,-73.78455659,"{'longitude': '-73.78455658745696', 'latitude': '40.69918264164278', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24668,41,3,6,61,Water System
45039438,2019-11-28T13:11:00.000,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11413,139-27 227 STREET,227 STREET,139 AVE,141 AVE,,,ADDRESS,Springfield Gardens,,,Open,,,,13 QUEENS,,QUEENS,1054250,183333,PHONE,Unspecified,QUEENS,,,,,,,,40.66960674014613,-73.74766305,"{'longitude': '-73.74766304815583', 'latitude': '40.66960674014613', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15313,63,3,47,63,Water System
45034670,2019-11-28T12:56:00.000,2019-11-28T12:56:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,740 EAST  178 STREET,EAST  178 STREET,CLINTON AVE,PROSPECT AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:56:00.000,06 BRONX,2030930002,BRONX,1014968,247332,PHONE,Unspecified,BRONX,,,,,,,,40.845490887693174,-73.88897468,"{'longitude': '-73.88897468117077', 'latitude': '40.845490887693174', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,43,31,Water System
45037054,2019-11-28T12:50:00.000,2019-11-28T12:50:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1953 BOGART AVENUE,BOGART AVENUE,RHINELANDER AVE,NEILL AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:50:00.000,11 BRONX,2042650041,BRONX,1022920,249106,PHONE,Unspecified,BRONX,,,,,,,,40.85032874449963,-73.86022326,"{'longitude': '-73.86022325617218', 'latitude': '40.85032874449963', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45037058,2019-11-28T12:50:00.000,2019-11-28T13:00:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11356,22-32 121 STREET,121 STREET,22 AVE,23 AVE,,,ADDRESS,College Point,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:00:00.000,07 QUEENS,4041960032,QUEENS,1026626,223330,PHONE,Unspecified,QUEENS,,,,,,,,40.77956393661669,-73.8469903,"{'longitude': '-73.84699030293103', 'latitude': '40.77956393661669', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14191,22,3,20,67,Water System
45039441,2019-11-28T12:41:00.000,2019-11-28T12:41:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1845 WALLACE AVENUE,WALLACE AVENUE,MORRIS PARK AVE,RHINELANDER AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:41:00.000,11 BRONX,2040520052,BRONX,1021904,247891,PHONE,Unspecified,BRONX,,,,,,,,40.84699832351441,-73.86390251,"{'longitude': '-73.8639025113646', 'latitude': '40.84699832351441', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,22,32,Water System
45038619,2019-11-28T12:41:00.000,2019-11-28T12:41:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1825 RADCLIFF AVENUE,RADCLIFF AVENUE,MORRIS PARK AVE,RHINELANDER AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:41:00.000,11 BRONX,2041250025,BRONX,1023651,248388,PHONE,Unspecified,BRONX,,,,,,,,40.84835481752877,-73.8575852,"{'longitude': '-73.85758520451483', 'latitude': '40.84835481752877', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45042684,2019-11-28T12:32:00.000,,DEP,Department of Environmental Protection,Water System,Other Water Problem (Use Comments) (WZZ),,10461,1835 PILGRIM AVENUE,PILGRIM AVENUE,BUHRE AVE,ST THERESA AVE,,,ADDRESS,BRONX,,,Started,,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,2019-11-28T13:00:00.000,10 BRONX,2041920041,BRONX,1030381,248317,PHONE,Unspecified,BRONX,,,,,,,,40.84812734766064,-73.83326018,"{'longitude': '-73.83326018280472', 'latitude': '40.84812734766064', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,43,5,12,28,Water System
45041113,2019-11-28T12:23:00.000,2019-11-28T12:23:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1951 PAULDING AVENUE,PAULDING AVENUE,RHINELANDER AVE,NEILL AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:23:00.000,11 BRONX,2042680015,BRONX,1023596,249495,PHONE,Unspecified,BRONX,,,,,,,,40.85139344631296,-73.85777751,"{'longitude': '-73.85777750509513', 'latitude': '40.85139344631296', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45036010,2019-11-28T12:19:00.000,2019-11-28T12:19:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,1989 WASHINGTON AVENUE,WASHINGTON AVENUE,E 178 ST,E 179 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:19:00.000,06 BRONX,2030350137,BRONX,1012749,248595,PHONE,Unspecified,BRONX,,,,,,,,40.84896488887507,-73.89698953,"{'longitude': '-73.89698952745705', 'latitude': '40.84896488887507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,Water System
45042662,2019-11-28T12:19:00.000,2019-11-28T12:54:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11218,209 EAST    4 STREET,EAST    4 STREET,CATON AVE,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:54:00.000,12 BROOKLYN,3053270081,BROOKLYN,990595,175000,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64700894972483,-73.97713524,"{'longitude': '-73.9771352357996', 'latitude': '40.64700894972483', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,Water System
45038613,2019-11-28T12:19:00.000,2019-11-28T12:19:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1006 RHINELANDER AVENUE,RHINELANDER AVENUE,COLDEN AVE,PAULDING AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:19:00.000,11 BRONX,2041270004,BRONX,1023675,249054,PHONE,Unspecified,BRONX,,,,,,,,40.85018268116138,-73.85749454,"{'longitude': '-73.85749454055858', 'latitude': '40.85018268116138', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45042044,2019-11-28T12:19:00.000,2019-11-28T13:00:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,11211,9 FROST STREET,FROST STREET,UNION AVE,LORIMER ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T13:00:00.000,01 BROOKLYN,3027310001,BROOKLYN,997677,200666,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.71744835890007,-73.95156349,"{'longitude': '-73.95156348949608', 'latitude': '40.71744835890007', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17613,36,2,38,57,Water System
45035758,2019-11-28T12:19:00.000,2019-11-28T12:19:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1813 BOGART AVENUE,BOGART AVENUE,MORRIS PARK AVE,RHINELANDER AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:19:00.000,11 BRONX,2041240033,BRONX,1023463,248194,PHONE,Unspecified,BRONX,,,,,,,,40.84782318236267,-73.85826586,"{'longitude': '-73.85826586333336', 'latitude': '40.84782318236267', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45038614,2019-11-28T12:10:00.000,2019-11-28T12:10:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10461,1005 ESPLANADE,ESPLANADE,PAULDING AVE,HONE AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:10:00.000,11 BRONX,2043280030,BRONX,1022999,250745,ONLINE,Unspecified,BRONX,,,,,,,,40.854826960441635,-73.85992823,"{'longitude': '-73.85992822966526', 'latitude': '40.854826960441635', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11270,59,5,12,32,Water System
45038620,2019-11-28T12:07:00.000,2019-11-28T12:07:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1863 BRONXDALE AVENUE,BRONXDALE AVENUE,BEND,RHINELANDER AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:07:00.000,11 BRONX,2040560060,BRONX,1022833,248365,PHONE,Unspecified,BRONX,,,,,,,,40.84829530167874,-73.86054199,"{'longitude': '-73.86054199034646', 'latitude': '40.84829530167874', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45036012,2019-11-28T12:07:00.000,2019-11-28T20:10:00.000,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11234,3811 QUENTIN ROAD,QUENTIN ROAD,E 38 ST,RYDER ST,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and shut the running hydrant.,2019-11-28T20:10:00.000,18 BROOKLYN,3078620005,BROOKLYN,1002241,163597,PHONE,Unspecified,BROOKLYN,,,,,,,,40.61569413388938,-73.93519826,"{'longitude': '-73.93519826173736', 'latitude': '40.61569413388938', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13825,5,2,8,38,Water System
45034962,2019-11-28T12:07:00.000,2019-11-28T14:35:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10457,1989 WASHINGTON AVENUE,WASHINGTON AVENUE,E 178 ST,E 179 ST,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2019-11-28T14:35:00.000,06 BRONX,2030350137,BRONX,1012749,248595,PHONE,Unspecified,BRONX,,,,,,,,40.84896488887507,-73.89698953,"{'longitude': '-73.89698952745705', 'latitude': '40.84896488887507', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10935,35,5,22,31,Water System
45041897,2019-11-28T11:58:00.000,2019-11-28T12:55:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11218,212 EAST    4 STREET,EAST    4 STREET,CATON AVE,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:55:00.000,12 BROOKLYN,3053260015,BROOKLYN,990591,174986,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64697052561749,-73.97714966,"{'longitude': '-73.9771496633102', 'latitude': '40.64697052561749', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,Water System
45034963,2019-11-28T11:55:00.000,2019-11-28T13:05:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,10462,1926 RADCLIFF AVENUE,RADCLIFF AVENUE,RHINELANDER AVE,NEILL AVE,,,ADDRESS,BRONX,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2019-11-28T13:05:00.000,11 BRONX,2042670013,BRONX,1023227,249111,PHONE,Unspecified,BRONX,,,,,,,,40.85034111811055,-73.85911355,"{'longitude': '-73.85911354552596', 'latitude': '40.85034111811055', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",11271,59,5,12,32,Water System
45038612,2019-11-28T11:52:00.000,2019-11-28T12:53:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11218,208 EAST    4 STREET,EAST    4 STREET,CATON AVE,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:53:00.000,12 BROOKLYN,3053260014,BROOKLYN,990587,175012,PHONE,Unspecified,BROOKLYN,,,,,,,,40.647041892857466,-73.97716405,"{'longitude': '-73.97716405322704', 'latitude': '40.647041892857466', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,Water System
45041488,2019-11-28T11:52:00.000,,DEP,Department of Environmental Protection,Water System,High Water Pressure (WHP),,11429,111-33 FRANCIS LEWIS BOULEVARD,FRANCIS LEWIS BOULEVARD,111 RD,112 AVE,,,ADDRESS,Queens Village,,,Open,,,,13 QUEENS,4109650268,QUEENS,1053544,196152,PHONE,Unspecified,QUEENS,,,,,,,,40.70479736691209,-73.75007619,"{'longitude': '-73.75007619090721', 'latitude': '40.70479736691209', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",24338,63,3,6,63,Water System
45038623,2019-11-28T11:49:00.000,,DEP,Department of Environmental Protection,Water System,Hydrant Leaking (WC1),,11369,31-44 86 STREET,86 STREET,31 AVE,32 AVE,,,ADDRESS,East Elmhurst,,,Open,,,,03 QUEENS,4013970028,QUEENS,1016886,215787,ONLINE,Unspecified,QUEENS,,,,,,,,40.758901712388834,-73.88219571,"{'longitude': '-73.88219571479468', 'latitude': '40.758901712388834', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",14511,65,3,5,73,Water System
45041114,2019-11-28T11:45:00.000,2019-11-28T19:00:00.000,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11218,218 EAST    4 STREET,EAST    4 STREET,CATON AVE,ALBEMARLE RD,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and opened fire hydrants to flush water mains in the area.,2019-11-28T19:00:00.000,12 BROOKLYN,3053260017,BROOKLYN,990597,174946,ONLINE,Unspecified,BROOKLYN,,,,,,,,40.64686072996936,-73.97712808,"{'longitude': '-73.97712807943351', 'latitude': '40.64686072996936', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",17620,2,2,27,39,Water System
45041110,2019-11-28T11:45:00.000,,DEP,Department of Environmental Protection,Water System,Dirty Water (WE),,11413,139-05 227 STREET,227 STREET,139 AVE,141 AVE,,,ADDRESS,Springfield Gardens,,,Open,,,,13 QUEENS,4131540032,QUEENS,1054329,183502,PHONE,Unspecified,QUEENS,,,,,,,,40.67006998047341,-73.74737651,"{'longitude': '-73.747376512541', 'latitude': '40.67006998047341', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",15313,63,3,47,63,Water System
45042334,2019-11-28T11:30:00.000,2019-11-28T13:05:00.000,DEP,Department of Environmental Protection,Water System,No Water (WNW),,11236,954 EAST  108 STREET,EAST  108 STREET,FLATLANDS AVE,AVENUE J,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Environmental Protection investigated this complaint and determined it is an inside condition within the complainant's property.,2019-11-28T13:05:00.000,18 BROOKLYN,3082150067,BROOKLYN,1014358,175363,PHONE,Unspecified,BROOKLYN,,,,,,,,40.64795639998673,-73.89150161,"{'longitude': '-73.89150161316778', 'latitude': '40.64795639998673', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",13827,5,2,8,42,Water System
45035364,2019-11-28T11:27:00.000,,DEP,Department of Environmental Protection,Water System,LOW WATER PRESSURE - WLWP,,11691,15-09 CENTRAL AVENUE,CENTRAL AVENUE,BAYPORT PL,FOAM PL,,,ADDRESS,Far Rockaway,,,Open,,,,14 QUEENS,4155450032,QUEENS,1053303,160049,ONLINE,Unspecified,QUEENS,,,,,,,,40.60570482564126,-73.75131507,"{'longitude': '-73.75131507403471', 'latitude': '40.60570482564126', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",20529,51,3,47,59,Water System
45040365,2019-11-28T11:24:00.000,2019-11-28T12:48:00.000,DEP,Department of Environmental Protection,Water System,Leak (Use Comments) (WA2),,10309,718 MARCY AVENUE,MARCY AVENUE,SHELDON AVE,RENSSELAER AVE,,,ADDRESS,STATEN ISLAND,,,Closed,,The Department of Environmental Protection determined that this complaint is a duplicate of a previously filed complaint. The original complaint is being addressed.,2019-11-28T12:48:00.000,03 STATEN ISLAND,5068840001,STATEN ISLAND,928436,135828,PHONE,Unspecified,STATEN ISLAND,,,,,,,,40.53931636955374,-74.20080671,"{'longitude': '-74.20080670560142', 'latitude': '40.53931636955374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}",10696,15,1,9,77,Water System
